Export, ADVAPI32.dll
Ordinal	Address	Name
00000080	77E11EBC	CredWriteDomainCredentialsW
00000081	77E11B25	CredWriteW
00000082	77E1172E	CredpConvertCredential
00000083	77E117B3	CredpConvertTargetInfo
00000084	77E113CC	CredpDecodeCredential
00000085	77E1136E	CredpEncodeCredential
00000086	77DDEBA2	CryptAcquireContextA
00000087	77DDBB6F	CryptAcquireContextW
00000088	77E0C9F3	CryptContextAddRef
00000089	77DE089E	CryptCreateHash
0000008A	77DE18B1	CryptDecrypt
0000008B	77DE1961	CryptDeriveKey
0000008C	77DE0343	CryptDestroyHash
0000008D	77DE0AF0	CryptDestroyKey
0000008E	77E0D322	CryptDuplicateHash
0000008F	77E0D173	CryptDuplicateKey
00000090	77DE1A78	CryptEncrypt
00000091	77E0CB45	CryptEnumProviderTypesA
00000092	77E0DE96	CryptEnumProviderTypesW
00000093	77E0CD5A	CryptEnumProvidersA
00000094	77E0DFD8	CryptEnumProvidersW
00000095	77DE26F1	CryptExportKey
00000096	77E0D0A5	CryptGenKey
00000097	77DE03D2	CryptGenRandom
00000098	77E0DC0D	CryptGetDefaultProviderA
00000099	77E0E1F2	CryptGetDefaultProviderW
0000009A	77DF6500	CryptGetHashParam
0000009B	77DFBCEF	CryptGetKeyParam
0000009C	77DFBE2F	CryptGetProvParam
0000009D	77DE264D	CryptGetUserKey
0000009E	77DE07A3	CryptHashData
0000009F	77E0D42F	CryptHashSessionKey
000000A0	77DE0BB2	CryptImportKey
000000A1	77DE042E	CryptReleaseContext
000000A2	77E0D63B	CryptSetHashParam
000000A3	77E0D26E	CryptSetKeyParam
000000A4	77E0CA55	CryptSetProvParam
000000A5	77E0D6EF	CryptSetProviderA
000000A6	77E0D883	CryptSetProviderExA
000000A7	77E0E178	CryptSetProviderExW
000000A8	77E0E104	CryptSetProviderW
000000A9	77E0D5A8	CryptSignHashA
000000AA	77E0D59F	CryptSignHashW
000000AB	77DE0D79	CryptVerifySignatureA
000000AC	77DE1822	CryptVerifySignatureW
000000AD	77E0E9B2	DecryptFileA
000000AE	77E0E713	DecryptFileW
000000AF	77DE8154	DeleteAce
000000B0	77E2C1B3	DeleteService
000000B1	77DDB00C	DeregisterEventSource
000000B2	77DD6599	DestroyPrivateObjectSecurity
000000B3	77E0E8AD	DuplicateEncryptionInfoFile
000000B4	77DD2046	DuplicateToken
000000B5	77DD1FDA	DuplicateTokenEx
000000B6	77E2D156	ElfBackupEventLogFileA
000000B7	77E2CE95	ElfBackupEventLogFileW
000000B8	77E2CD84	ElfChangeNotify
000000B9	77E2D110	ElfClearEventLogFileA
000000BA	77E2CE4F	ElfClearEventLogFileW
000000BB	77DE2DC1	ElfCloseEventLog
000000BC	77DDB023	ElfDeregisterEventSource
000000BD	77E2CCDE	ElfNumberOfRecords
000000BE	77E2CD31	ElfOldestRecord
000000BF	77E2D099	ElfOpenBackupEventLogA
000000C0	77E2CDD8	ElfOpenBackupEventLogW
000000C1	77E2CFA3	ElfOpenEventLogA
000000C2	77DE2C4F	ElfOpenEventLogW
000000C3	77E2D1DA	ElfReadEventLogA
000000C4	77E2CF19	ElfReadEventLogW
000000C5	77DF69E2	ElfRegisterEventSourceA
000000C6	77DDBCDD	ElfRegisterEventSourceW
000000C7	77DF6BC6	ElfReportEventA
000000C8	77DE739B	ElfReportEventW
000000C9	77E21ED7	EnableTrace
000000CA	77E0E94A	EncryptFileA
000000CB	77E0E6DE	EncryptFileW
000000CC	77E0E901	EncryptedFileKeyInfo
000000CD	77E0E8E1	EncryptionDisable
000000CE	77E2C20C	EnumDependentServicesA
000000CF	77E2C2A7	EnumDependentServicesW
000000D0	77DE2E29	EnumServiceGroupW
000000D1	77DDA2AF	EnumServicesStatusA
000000D2	77DF73C6	EnumServicesStatusExA
000000D3	77E2B920	EnumServicesStatusExW
000000D4	77DE2E03	EnumServicesStatusW
000000D5	77E22CE0	EnumerateTraceGuids
000000D6	77E0A7DE	EqualDomainSid
000000D7	77E09A71	EqualPrefixSid
000000D8	77DD613C	EqualSid
000000D9	77E0EA1D	FileEncryptionStatusA
000000DA	77E0E74D	FileEncryptionStatusW
000000DB	77E09C4A	FindFirstFreeAce
000000DC	77E22EBE	FlushTraceA
000000DD	77E22ED8	FlushTraceW
000000DE	77E0E935	FreeEncryptedFileKeyInfo
000000DF	77E0E7E5	FreeEncryptionCertificateHashList
000000E0	77E1A7FC	FreeInheritedFromArray
000000E1	77DD609C	FreeSid
000000E2	77E1B9DE	GetAccessPermissionsForObjectA
000000E3	77E1B91F	GetAccessPermissionsForObjectW
000000E4	77DDAD03	GetAce
000000E5	77DD9DC7	GetAclInformation
000000E6	77E19FA8	GetAuditedPermissionsFromAclA
000000E7	77E19F5E	GetAuditedPermissionsFromAclW
000000E8	77E092B5	GetCurrentHwProfileA
000000E9	77DE248E	GetCurrentHwProfileW
000000EA	77E19F05	GetEffectiveRightsFromAclA
000000EB	77E19EAC	GetEffectiveRightsFromAclW
000000EC	77DE2D2F	GetEventLogInformation
000000ED	77E19F5C	GetExplicitEntriesFromAclA
000000EE	77E19F4A	GetExplicitEntriesFromAclW
000000EF	77DF9BB0	GetFileSecurityA
000000F0	77DF63FA	GetFileSecurityW
000000F1	77DE494C	GetInformationCodeAuthzLevelW
000000F2	77DD96C4	GetInformationCodeAuthzPolicyW
000000F3	77E1A7F6	GetInheritanceSourceA
000000F4	77E1A7C2	GetInheritanceSourceW
000000F5	77DE7B5F	GetKernelObjectSecurity
000000F6	77DD5D67	GetLengthSid
000000F7	77DF77C6	GetLocalManagedApplicationData
000000F8	77E1620E	GetLocalManagedApplications
000000F9	77DF78F8	GetManagedApplicationCategories
000000FA	77DF7A45	GetManagedApplications
000000FB	77E1A978	GetMultipleTrusteeA
000000FC	77E1A966	GetMultipleTrusteeOperationA
000000FD	77E1A966	GetMultipleTrusteeOperationW
000000FE	77E1A978	GetMultipleTrusteeW
000000FF	77E19E25	GetNamedSecurityInfoA
00000100	77E1AB37	GetNamedSecurityInfoExA
00000101	77E1A989	GetNamedSecurityInfoExW
00000102	77DF61E4	GetNamedSecurityInfoW
00000103	77E08CB7	GetNumberOfEventLogRecords
00000104	77E08CD8	GetOldestEventLogRecord
00000105	77E1B7D3	GetOverlappedAccessResults
00000106	77E09D74	GetPrivateObjectSecurity
00000107	77DD7476	GetSecurityDescriptorControl
00000108	77DD6685	GetSecurityDescriptorDacl
00000109	77DD66E8	GetSecurityDescriptorGroup
0000010A	77DD60EE	GetSecurityDescriptorLength
0000010B	77DD66BD	GetSecurityDescriptorOwner
0000010C	77E0A3E4	GetSecurityDescriptorRMControl
0000010D	77E09C71	GetSecurityDescriptorSacl
0000010E	77DE2934	GetSecurityInfo
0000010F	77E1AEBA	GetSecurityInfoExA
00000110	77E1ACDE	GetSecurityInfoExW
00000111	77E2C342	GetServiceDisplayNameA
00000112	77E2C3C3	GetServiceDisplayNameW
00000113	77E2C445	GetServiceKeyNameA
00000114	77E2C4C6	GetServiceKeyNameW
00000115	77DD8664	GetSidIdentifierAuthority
00000116	77DD8647	GetSidLengthRequired
00000117	77DD8619	GetSidSubAuthority
00000118	77DD8656	GetSidSubAuthorityCount
00000119	77DD5D40	GetTokenInformation
0000011A	77E22C0A	GetTraceEnableFlags
0000011B	77E22BCD	GetTraceEnableLevel
0000011C	77E22B36	GetTraceLoggerHandle
0000011D	77E1A953	GetTrusteeFormA
0000011E	77E1A953	GetTrusteeFormW
0000011F	77E1A937	GetTrusteeNameA
00000120	77E1A937	GetTrusteeNameW
00000121	77E1A941	GetTrusteeTypeA
00000122	77E1A941	GetTrusteeTypeW
00000123	77DDACAB	GetUserNameA
00000124	77DD653E	GetUserNameW
00000125	77E0A6FD	GetWindowsAccountDomainSid
00000001	77E2B8BF	I_ScGetCurrentGroupStateW
00000126	77DE1894	I_ScIsSecurityProcess
00000127	77DE7EA4	I_ScPnPGetServiceName
00000128	77DE1489	I_ScSendTSMessage
00000129	77E2BA50	I_ScSetServiceBitsA
0000012A	77DDB9BA	I_ScSetServiceBitsW
0000012B	77DD25E9	IdentifyCodeAuthzLevelW
0000012C	77E0A282	ImpersonateAnonymousToken
0000012D	77DD7356	ImpersonateLoggedOnUser
0000012E	77DD5DFA	ImpersonateNamedPipeClient
0000012F	77DE7B47	ImpersonateSelf
00000130	77DD6058	InitializeAcl
00000131	77DD6018	InitializeSecurityDescriptor
00000132	77DD8627	InitializeSid
00000133	77E2A3EE	InitiateSystemShutdownA
00000134	77E2A482	InitiateSystemShutdownExA
00000135	77E2A35B	InitiateSystemShutdownExW
00000136	77E2A2CE	InitiateSystemShutdownW
00000137	77E16438	InstallApplication
00000138	77DF60CA	IsTextUnicode
00000139	77DD64D0	IsTokenRestricted
0000013A	77E173D8	IsTokenUntrusted
0000013B	77DD74C6	IsValidAcl
0000013C	77DD7496	IsValidSecurityDescriptor
0000013D	77DD74AE	IsValidSid
0000013E	77E0A413	IsWellKnownSid
0000013F	77DE6036	LockServiceDatabase
00000140	77E0C9A2	LogonUserA
00000141	77E0C9C7	LogonUserExA
00000142	77DE11B5	LogonUserExW
00000143	77DE4572	LogonUserW
00000144	77E09DA1	LookupAccountNameA
00000145	77DD9EDC	LookupAccountNameW
00000146	77E09EF7	LookupAccountSidA
00000147	77DD9841	LookupAccountSidW
00000148	77E0ACAA	LookupPrivilegeDisplayNameA
00000149	77E0A16C	LookupPrivilegeDisplayNameW
0000014A	77E0AB93	LookupPrivilegeNameA
0000014B	77E0A06F	LookupPrivilegeNameW
0000014C	77DF7311	LookupPrivilegeValueA
0000014D	77DDA90F	LookupPrivilegeValueW
0000014E	77E1A4E1	LookupSecurityDescriptorPartsA
0000014F	77E1A319	LookupSecurityDescriptorPartsW
00000150	77E144C5	LsaAddAccountRights
00000151	77E15098	LsaAddPrivilegesToAccount
