Export, KERNEL32.dll
Ordinal	Address	Name
000001B1	77E983C8	GetSystemWow64DirectoryW
000001B2	77EC0B40	GetTapeParameters
000001B3	77EC0A2A	GetTapePosition
000001B4	77EC0BCF	GetTapeStatus
000001B5	77E6AF8F	GetTempFileNameA
000001B6	77E6AE12	GetTempFileNameW
000001B7	77E6AD34	GetTempPathA
000001B8	77E6AD12	GetTempPathW
000001B9	77E97F16	GetThreadContext
000001BA	77E77F21	GetThreadLocale
000001BB	77E73087	GetThreadPriority
000001BC	77EB9920	GetThreadPriorityBoost
000001BD	77EB37B5	GetThreadSelectorEntry
000001BE	77EBA00E	GetThreadTimes
000001BF	77E7751A	GetTickCount
000001C0	77E64106	GetTimeFormatA
000001C1	77E7F459	GetTimeFormatW
000001C2	77E76E3D	GetTimeZoneInformation
000001C3	77E79C94	GetUserDefaultLCID
000001C4	77E72D97	GetUserDefaultLangID
000001C5	77E78A64	GetUserDefaultUILanguage
000001C6	77ECB6F1	GetUserGeoID
000001C7	77EBD947	GetVDMCurrentDirectories
000001C8	77E7C486	GetVersion
000001C9	77E7C657	GetVersionExA
000001CA	77E7C61C	GetVersionExW
000001CB	77E681EF	GetVolumeInformationA
000001CC	77E8094F	GetVolumeInformationW
000001CD	77EBFAA3	GetVolumeNameForVolumeMountPointA
000001CE	77E6A3DB	GetVolumeNameForVolumeMountPointW
000001CF	77E66E7F	GetVolumePathNameA
000001D0	77E66C73	GetVolumePathNameW
000001D1	77EBFC00	GetVolumePathNamesForVolumeNameA
000001D2	77E6A467	GetVolumePathNamesForVolumeNameW
000001D3	77E705B0	GetWindowsDirectoryA
000001D4	77E761DA	GetWindowsDirectoryW
000001D5	77EB6AD2	GetWriteWatch
000001D6	77E6C674	GlobalAddAtomA
000001D7	77E6D36B	GlobalAddAtomW
000001D8	77E736A3	GlobalAlloc
000001D9	77E9A9AD	GlobalCompact
000001DA	77E6D28C	GlobalDeleteAtom
000001DB	77E6D229	GlobalFindAtomA
000001DC	77E6D250	GlobalFindAtomW
000001DD	77EB69FE	GlobalFix
000001DE	77E6C93D	GlobalFlags
000001DF	77E73803	GlobalFree
000001E0	77E99F21	GlobalGetAtomNameA
000001E1	77E6D4C2	GlobalGetAtomNameW
000001E2	77E71B99	GlobalHandle
000001E3	77E7166F	GlobalLock
000001E4	77E76C1A	GlobalMemoryStatus
